Switch Group	ID	Name			Wwise Object Path	Notes
	3724479913	ducking meter			\Default Work Unit\Master Audio Bus\Logic\ducking meter	
	3772667841	ContextualAmbience_base_gusts			\Default Work Unit\Master Audio Bus\Diegesis\Ambience\ContextualAmbience\ContextualAmbience_base\ContextualAmbience_base_gusts	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	
	4120863563	ContextualAmbience_nature_water_quads			\Default Work Unit\Master Audio Bus\Diegesis\Ambience\ContextualAmbience\ContextualAmbience_spots\ContextualAmbience_nature\ContextalAmbience_nature_water\ContextualAmbience_nature_water_quads	
	4135919985	cues			\Default Work Unit\Master Audio Bus\Music\cues	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	15771434	local_ext_forest			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior\local_ext_forest	
	88744378	music_context			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\music_context	
	538750605	local_context_interior			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior	
	651884576	set_piece			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\music_context\set_piece	
	681222507	world_context			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context	Game driven on map reverbs based on vegetation density
	762652776	local_int_receive_hall			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_receive_hall	
	854084687	world_mountain			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context\world_mountain	
	925421246	local_int_receive_room_medium			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_receive_room_medium	
	1002469546	local_int_receive			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_receive	
	1017241100	BoredomMeter			\Default Work Unit\Master Audio Bus\Logic\ducking meter\BoredomMeter	
	1045769692	local_int_room_small_stone			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_room_small_stone	
	1109445198	local_int_hall_wood			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_hall_wood	
	1423398518	world_field			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context\world_field	
	1501726101	world_forest			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context\world_forest	
	1595305999	dreamy			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\dreamy	
	1620528595	local_context_exterior			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior	
	1890676856	local_int_hall_stone			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_hall_stone	
	1903060307	UI_reverb_Importance			\Default Work Unit\Master Audio Bus\UI_reverb_Importance	
	2080651732	local_ext_city			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior\local_ext_city	
	2215249551	local_ext_field			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior\local_ext_field	
	2335918910	local_context			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context	
	3077423802	local_int_room_medium_stone			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_room_medium_stone	
	3154923636	local_ext_mountain			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior\local_ext_mountain	Setting to stereo until figure out how to handle delays in ambisonics - MAWE 250404 
	3226071334	_render_do_not_use			\Default Work Unit\Master Audio Bus\_render_do_not_use	
	3451298216	local_int_receive_room_small			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_receive_room_small	
	3514662981	world_context_receive			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context\world_context_receive	Game driven on map reverbs based on vegetation density
	3541680202	local_int_room_small_wood			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_room_small_wood	
	3648235120	local_ext_receive			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_exterior\local_ext_receive	
	3696130331	world_city			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\world_context\world_city	
	3989179958	ActionMeter			\Default Work Unit\Master Audio Bus\Logic\ActionMeter	
	4137814988	local_int_room_medium_wood			\Default Work Unit\Master Audio Bus\Diegesis\Reverb\local_context\local_context_interior\local_int_room_medium_wood	

Effect plug-ins	ID	Name	Type				Notes
	23333950	Recorder (Custom)	Wwise Recorder			
	30717587	Delay (Custom)	Wwise Delay			
	36531246	fx_meter_boredomcounter	Wwise Meter			
	56174514	Resonant_Room_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms   
	73322647	Peak Limiter (Custom)	Wwise Peak Limiter			
	119063286	Holy (Custom)	Wwise RoomVerb			
	150078804	Flanger (Custom)	Wwise Flanger			
	207625100	Parametric EQ (Custom)	Wwise Parametric EQ			
	221209347	Parametric EQ (Custom)	Wwise Parametric EQ			
	227825348	HamburgStadtpark_ER_Ambisonics (Custom)	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms  
	242979816	Gain (Custom)	Wwise Gain			
	258302796	Parametric EQ (Custom)	Wwise Parametric EQ			
	265638814	Dark_Hall_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 6ms
	328281677	Flanger (Custom)	Wwise Flanger			
	329842972	Parametric EQ (Custom)	Wwise Parametric EQ			
	423533062	Parametric EQ (Custom)	Wwise Parametric EQ			
	441887155	mus_meter_cues	Wwise Meter			
	454518594	Parametric EQ (Custom)	Wwise Parametric EQ			
	467473740	fx_meter_mus_soloist_volume	Wwise Meter			
	480073638	Expander (Custom)	Wwise Expander			
	501598640	Flanger (Custom)	Wwise Flanger			
	531710912	Parametric EQ (Custom)	Wwise Parametric EQ			
	586545712	Parametric EQ (Custom)	Wwise Parametric EQ			
	610731447	Parametric EQ (Custom)	Wwise Parametric EQ			
	613368453	Gain (Custom)	Wwise Gain			
	696995932	Flanger (Custom)	Wwise Flanger			
	728708519	Gain (Custom)	Wwise Gain			
	733050265	Delay (Custom)	Wwise Delay			
	803609111	Compressor (Custom)	Wwise Compressor			
	871934099	Compressor (Custom)	Wwise Compressor			
	905109816	StereoDelay_mountain	Wwise Stereo Delay			
	971177054	Flanger (Custom)	Wwise Flanger			
	1005133955	Parametric EQ (Custom)	Wwise Parametric EQ			
	1033538788	Peak Limiter (Custom)	Wwise Peak Limiter			
	1055510671	HamburgStadtpark_Dense_Reflections_Ambisonics (Custom)	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms 
	1058158220	Matrix Reverb (Custom)	Wwise Matrix Reverb			
	1066801779	Parametric EQ (Custom)	Wwise Parametric EQ			
	1069491694	Parametric EQ (Custom)	Wwise Parametric EQ			
	1070618026	Delay (Custom)	Wwise Delay			
	1634225668	Hamburg_Volksdorfer_Wald_Org_Ambisonics	Wwise Convolution Reverb			NOTE: Does not sound as open as stereo version.    Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 9ms  
	1755477473	EQ_loadinc_screen_filters	Wwise Parametric EQ			
	2027554746	Bright_Room_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 6ms  
	2116481717	PDX_Off	Mastering Suite			
	2116774349	EQ_amb_map_ducking_under_ca	Wwise Parametric EQ			
	2206420588	Luna_Studio_Org_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms  
	2764341709	fx_meter_mus_startupsequence_volume	Wwise Meter			
	2929037090	fx_meter_actioncounter	Wwise Meter			
	3121670071	fx_meter_mus_setpiece_volume	Wwise Meter			
	3255650506	fx_flanger_dreamy	Wwise Flanger			
	3267679135	fx_metar_amb_coast	Wwise Meter			
	3270148593	fx_meter_UI_hover	Wwise Meter			
	3689158329	Berlin_Stadtbad_Org_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 5ms  
	3793055006	Hamburg_Stadtpark_01_Org_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms  
	4033730959	Petite_Room_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 8ms  
	4066956554	EQ_amb_mus_ducking	Wwise Parametric EQ			
	4161719729	Colossal_Cathedral_Ambisonics	Wwise Convolution Reverb			Impulse response created by Pinguin ing.büro © 2010 Pinguin ing.büro.  All rights reserved. IR Pre-delay: 20ms 

Audio Devices	ID	Name	Type				Notes
	2317455096	No_Output	No Output			
	3859886410	System	System			

