Event	ID	Name			Wwise Object Path	Notes
	221396358	New Random Music Track	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_ashanti_move_seperewa\mus_handle_ashanti_move_seperewa_07_2DFDE5D6.wem	221396358.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\ashanti\mus_handle_ashanti_move_seperewa_01\New Random Music Track	
	222344128	26_Libera_me_Domine_65bpm_Emin_SOLO_VOC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\26. Libera me, Domine\26_Libera_me_Domine_65bpm_Emin_SOLO_VOC_2DFDE5D6.wem	222344128.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\26_Libera_me_Domine_65bpm_Emin\26_Libera_me_Domine_65bpm_Emin_SOLO_VOC	
	223667363	18_A_Bargain_with_Beelzebub_120bpm_Dmin_BASS_DR	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\18. A Bargain with Beelzebub\18_A_Bargain_with_Beelzebub_120bpm_Dmin_BASS_DR_2DFDE5D6.wem	223667363.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\18_A_Bargain_with_Beelzebub_120bpm_Dmin\18_A_Bargain_with_Beelzebub_120bpm_Dmin_BASS_DR	
	223822106	New Random Music Track	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_ashanti_drum_noodle\mus_handle_ashanti_drum_noodle_05_2DFDE5D6.wem	223822106.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\ashanti\mus_handle_ashanti_drum_noodle_01\New Random Music Track	
	224637631	06_For_the_Lost_Ones_70bpm_Fmin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\06_For_the_Lost_Ones_70bpm_Fmin_MIX_2DFDE5D6.wem	224637631.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\06_For_the_Lost_Ones_70bpm_Fmin_MIX\06_For_the_Lost_Ones_70bpm_Fmin_MIX	
	228077813	13_Falalalan_106bpm_Dmin_Fmin_EARLY_PERC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\13. Falalalan\13_Falalalan_106bpm_Dmin_Fmin_EARLY_PERC_2DFDE5D6.wem	228077813.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\13_Falalalan_106bpm_Dmin_Fmin\13_Falalalan_106bpm_Dmin_Fmin_EARLY_PERC	
	230205403	16_Pain_is_Salvation_90bpm_Bbmin_STRINGS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\16. Pain is Salvation\16_Pain_is_Salvation_90bpm_Bbmin_STRINGS_2DFDE5D6.wem	230205403.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\16 Pain_is_Salvation_90bpm_Bbmin\16_Pain_is_Salvation_90bpm_Bbmin_STRINGS	
	231044364	20_Maiden_Voyage_60bpm_Amin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\20_Maiden_Voyage_60bpm_Amin_MIX_2DFDE5D6.wem	231044364.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\20_Maiden_Voyage_60bpm_Amin_MIX\20_Maiden_Voyage_60bpm_Amin_MIX	
	231754275	07_Jester_Speaks_the_Truth_78bpm_Emin_HI_PERC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\07. Jester Speaks the Truth\07_Jester_Speaks_the_Truth_78bpm_Emin_HI_PERC_2DFDE5D6.wem	231754275.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\07_Jester_Speaks_the_Truth_78bpm_Emin\07_Jester_Speaks_the_Truth_78bpm_Emin_HI_PERC	
	232710305	New Random Music Track	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_aztec_grab_A\mus_handle_aztec_grab_A_19_2DFDE5D6.wem	232710305.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\aztec\mus_handle_aztec_grab_A_01\New Random Music Track	
	233360393	mus_sol_north_german_Auf_meinen _lieben _Gott(Bordun)	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\95. Soloist Tracks\north_german\mus_sol_north_german_Auf_meinen _lieben _Gott(Bordun)_EB3E0685.wem	233360393.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\northgerman\mus_sol_north_german_Auf_meinen _lieben _Gott(Bordun)\mus_sol_north_german_Auf_meinen _lieben _Gott(Bordun)	
	233432947	20_Maiden_Voyage_60bpm_Amin_STRINGS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\20. Maiden Voyage\20_Maiden_Voyage_60bpm_Amin_STRINGS_2DFDE5D6.wem	233432947.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\20_Maiden_Voyage_60bpm_Amin\20_Maiden_Voyage_60bpm_Amin_STRINGS	
	233980915	mus_handle_chinese_noise_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_noise\mus_handle_chinese_noise_04_2DFDE5D6.wem	233980915.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_noise_01\mus_handle_chinese_noise_01	
	235586152	01D_Overture_I_Genesis_Sunrise_65bpm_Cmaj_CYMBALS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\01. Overture (From Europa Universalis V) I. Genesis\01D Genesis Sunrise\01D_Overture_I_Genesis_Sunrise_65bpm_Cmaj_CYMBALS_2DFDE5D6.wem	235586152.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_mainMenu\01D_Overture_I_Genesis_Sunrise_65bpm_Cmaj\01D_Overture_I_Genesis_Sunrise_65bpm_Cmaj_CYMBALS	
	235827196	22_Battle_of_Breitenfeld_90bpm_Fmin_STRINGS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\22. Battle of Breitenfeld\22_Battle_of_Breitenfeld_90bpm_Fmin_STRINGS_2DFDE5D6.wem	235827196.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\22_Battle_of_Breitenfeld_90bpm_Fmin\22_Battle_of_Breitenfeld_90bpm_Fmin_STRINGS	
	236967639	mus_cue_neg_core_C	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\00_core_stems\mus_cue_neg_core\mus_cue_neg_core_C_EB3E0685.wem	236967639.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\01_negative\mus_cue_neg_C\mus_cue_neg_core_C	
	237537452	mus_handle_deccan_putdown_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_deccan_putdown\mus_handle_deccan_putdown_01_2DFDE5D6.wem	237537452.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\decca\mus_handle_deccan_putdown_01\mus_handle_deccan_putdown_01	
	242473358	mus_sol_chinese_Ambush_-_Act_1_-_Setting_Up_Camp	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\95. Soloist Tracks\chinese\mus_sol_chinese_Ambush_-_Act_1_-_Setting_Up_Camp_EB3E0685.wem	242473358.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_sol_chinese_Ambush_-_Act_1-2_-_Setting_Up_Camp_and_Drumming\mus_sol_chinese_Ambush_-_Act_1_-_Setting_Up_Camp	
	242981505	mus_sol_syrian_Bali_Maak	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\95. Soloist Tracks\syrian\mus_sol_syrian_Bali_Maak_EB3E0685.wem	242981505.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\syrian\mus_sol_syrian_Bali_Maak\mus_sol_syrian_Bali_Maak	
	244478367	08_The_Rise_of_an_Empire_105bpm_Dmin_SNARE_DR	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\08. The Rise of an Empire\08_The_Rise_of_an_Empire_105bpm_Dmin_SNARE_DR_2DFDE5D6.wem	244478367.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\08_The_Rise_of_an_Empire_105bpm_Dmin\08_The_Rise_of_an_Empire_105bpm_Dmin_SNARE_DR	
	245681983	20_Maiden_Voyage_60bpm_Amin_BASS_DR	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\20. Maiden Voyage\20_Maiden_Voyage_60bpm_Amin_BASS_DR_2DFDE5D6.wem	245681983.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\20_Maiden_Voyage_60bpm_Amin\20_Maiden_Voyage_60bpm_Amin_BASS_DR	
	246046583	mus_handle_chinese_grab_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_grab\mus_handle_chinese_grab_15_2DFDE5D6.wem	246046583.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_grab_01\mus_handle_chinese_grab_01	
	251381442	mus_sol_syrian_Syrian_hymn_from_Syrian_orthodox_church_VOC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\95. Soloist Tracks\syrian\mus_sol_syrian_Syrian_hymn_from_Syrian_orthodox_church_VOC_EB3E0685.wem	251381442.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\syrian\mus_sol_syrian_Syrian_hymn_from_Syrian_orthodox_church\mus_sol_syrian_Syrian_hymn_from_Syrian_orthodox_church_VOC	
	251988301	mus_handle_north_german_keys_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_north_german_keys\mus_handle_north_german_keys_10_2DFDE5D6.wem	251988301.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\northgerman\mus_handle_north_german_keys_10\mus_handle_north_german_keys_10	
	252531610	06_For_the_Lost_Ones_70bpm_Fmin_BRASS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\06. For the Lost Ones\06_For_the_Lost_Ones_70bpm_Fmin_BRASS_2DFDE5D6.wem	252531610.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\06_For_the_Lost_Ones_70bpm_Fmin\06_For_the_Lost_Ones_70bpm_Fmin_BRASS	
	253094058	mus_handle_chinese_noise_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_noise\mus_handle_chinese_noise_02_2DFDE5D6.wem	253094058.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_noise_01\mus_handle_chinese_noise_01	
	253799958	17_In_Your_Honor_60bpm_Amaj_STR_ARP	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\17. In Your Honour\17_In_Your_Honor_60bpm_Amaj_STR_ARP_2DFDE5D6.wem	253799958.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\17 In_Your_Honor_60bpm_Amaj\17_In_Your_Honor_60bpm_Amaj_STR_ARP	
	256055190	mus_handle_deccan_plectrumstring_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_deccan_plectrumstring\mus_handle_deccan_plectrumstring_06_2DFDE5D6.wem	256055190.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\decca\mus_handle_deccan_plectrumstring_01\mus_handle_deccan_plectrumstring_01	
	256898919	02_Overture_II_The_Odyssey_105bpm_Dmin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\02_Overture_II_The_Odyssey_105bpm_Dmin_MIX_2DFDE5D6.wem	256898919.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\02_Overture_II_The_Odyssey_105bpm_Dmin_MIX\02_Overture_II_The_Odyssey_105bpm_Dmin_MIX	
	257259388	mus_cue_neg_culture_E	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\deccan\mus_cue_neg_deccan\mus_cue_neg_deccan_E_EB3E0685.wem	257259388.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\01_negative\mus_cue_neg_E\mus_cue_neg_culture_E	
	264089045	08_The_Rise_of_an_Empire_105bpm_Dmin_STR_OST	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\08. The Rise of an Empire\08_The_Rise_of_an_Empire_105bpm_Dmin_STR_OST_2DFDE5D6.wem	264089045.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\08_The_Rise_of_an_Empire_105bpm_Dmin\08_The_Rise_of_an_Empire_105bpm_Dmin_STR_OST	
	265432374	mus_cue_pos_north_german_A	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\chinese\mus_cue_pos_chinese\mus_cue_pos_chinese_A_EB3E0685.wem	265432374.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\03_positive\mus_cue_pos_A\mus_cue_pos_north_german_A	
	267234419	mus_cue_pos_north_german_Bb	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\syrian\mus_cue_pos_syrian\mus_cue_pos_syrian_Bb_EB3E0685.wem	267234419.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\03_positive\mus_cue_pos_Bb\mus_cue_pos_north_german_Bb	
	270544636	mus_handle_deccan_plectrumstring_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_deccan_plectrumstring\mus_handle_deccan_plectrumstring_09_2DFDE5D6.wem	270544636.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\decca\mus_handle_deccan_plectrumstring_01\mus_handle_deccan_plectrumstring_01	
	273323528	02_Overture_II_The_Odyssey_105bpm_Dmin_culture	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\02. Overture (From Europa Universalis V) II. The Odyssey\02_Overture_II_The_Odyssey_105bpm_Dmin_iroquois_EB3E0685.wem	273323528.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_mainMenu\02_Overture_II_Odyssey_105bpm_Dmin\02_Overture_II_The_Odyssey_105bpm_Dmin_culture	
	274574907	mus_handle_chinese_grab_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_grab\mus_handle_chinese_grab_18_2DFDE5D6.wem	274574907.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_grab_01\mus_handle_chinese_grab_01	
	275497152	New Random Music Track	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_ashanti_tune_seperewa\mus_handle_ashanti_tune_seperewa_03_2DFDE5D6.wem	275497152.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\ashanti\mus_handle_ashanti_tune_seperewa_01\New Random Music Track	
	275619351	mus_handle_syrian_tune_noodle_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_syrian_tune_noodle\mus_handle_syrian_tune_noodle_04_2DFDE5D6.wem	275619351.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\syrian\mus_handle_syrian_tune_noodle_04\mus_handle_syrian_tune_noodle_04	
	276669091	14_A_Message_to_The_King_120bpm_Emin_BRASS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\14. A Message to the King\14_A_Message_to_The_King_120bpm_Emin_BRASS_2DFDE5D6.wem	276669091.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\14_A_Message_to_The_King_120bpm_Emin\14_A_Message_to_The_King_120bpm_Emin_BRASS	
	276756475	22_Battle_of_Breitenfeld_90bpm_Fmin_LO_PERC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\22. Battle of Breitenfeld\22_Battle_of_Breitenfeld_90bpm_Fmin_LO_PERC_2DFDE5D6.wem	276756475.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\22_Battle_of_Breitenfeld_90bpm_Fmin\22_Battle_of_Breitenfeld_90bpm_Fmin_LO_PERC	
	278264434	26_Libera_me_Domine_65bpm_Emin_STRINGS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\26. Libera me, Domine\26_Libera_me_Domine_65bpm_Emin_STRINGS_2DFDE5D6.wem	278264434.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\26_Libera_me_Domine_65bpm_Emin\26_Libera_me_Domine_65bpm_Emin_STRINGS	
	279194751	21_The_Coronation_of_a_Naked_Emperor_90bpm_Bbmin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\21_The_Coronation_of_a_Naked_Emperor_90bpm_Bbmin_MIX_2DFDE5D6.wem	279194751.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\21_The_Coronation_of_a_Naked_Emperor_90bpm_Bbmin_MIX\21_The_Coronation_of_a_Naked_Emperor_90bpm_Bbmin_MIX	
	279499106	15_No_Fear_No_Mercy_111bpm_Amin_CYMBALS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\15. No Fear, No Mercy\15_No_Fear_No_Mercy_111bpm_Amin_CYMBALS_2DFDE5D6.wem	279499106.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\15_No_Fear_No_Mercy_111bpm_Amin\15_No_Fear_No_Mercy_111bpm_Amin_CYMBALS	
	281317644	10_The_Black_Death_170bpm_Cmin_WW	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\10. The Black Death\10_The_Black_Death_170bpm_Cmin_WW_2DFDE5D6.wem	281317644.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\10_The_Black_Death_170bpm_Cmin\10_The_Black_Death_170bpm_Cmin_WW	
	282642896	05_Conquer_or_Fall_80bpm_Dmin_OST	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\05. Conquer or Fall\05_Conquer_or_Fall_80bpm_Dmin_OST_2DFDE5D6.wem	282642896.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\05_Conquer_or_Fall_80bpm_Dmin\05_Conquer_or_Fall_80bpm_Dmin_OST	
	283486867	14_A_Message_to_The_King_120bpm_Emin_CYMBALS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\14. A Message to the King\14_A_Message_to_The_King_120bpm_Emin_CYMBALS_2DFDE5D6.wem	283486867.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\14_A_Message_to_The_King_120bpm_Emin\14_A_Message_to_The_King_120bpm_Emin_CYMBALS	
	287808405	18_A_Bargain_with_Beelzebub_120bpm_Dmin_STR_LO	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\18. A Bargain with Beelzebub\18_A_Bargain_with_Beelzebub_120bpm_Dmin_STR_LO_2DFDE5D6.wem	287808405.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\18_A_Bargain_with_Beelzebub_120bpm_Dmin\18_A_Bargain_with_Beelzebub_120bpm_Dmin_STR_LO	
	288482613	mus_cue_pos_north_german_A	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\deccan\mus_cue_pos_deccan\mus_cue_pos_deccan_A_EB3E0685.wem	288482613.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\03_positive\mus_cue_pos_A\mus_cue_pos_north_german_A	
	289386511	New Random Music Track	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_aztec_grab_A\mus_handle_aztec_grab_A_17_2DFDE5D6.wem	289386511.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\aztec\mus_handle_aztec_grab_A_01\New Random Music Track	
	290272226	25_O_quam_gloriosum_90bpm_Emin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\25_O_quam_gloriosum_90bpm_Emin_MIX_2DFDE5D6.wem	290272226.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\25_O_quam_gloriosum_90bpm_Emin_MIX\25_O_quam_gloriosum_90bpm_Emin_MIX	
	290626816	mus_handle_chinese_tune_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_tune\mus_handle_chinese_tune_01_2DFDE5D6.wem	290626816.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_tune_01\mus_handle_chinese_tune_01	
	290761903	02_Overture_II_The_Odyssey_105bpm_Dmin_EARLY	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\02. Overture (From Europa Universalis V) II. The Odyssey\02_Overture_II_The_Odyssey_105bpm_Dmin_EARLY_2DFDE5D6.wem	290761903.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_mainMenu\02_Overture_II_Odyssey_105bpm_Dmin\02_Overture_II_The_Odyssey_105bpm_Dmin_EARLY	
	295271346	mus_cue_neu_culture_Bb	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\chinese\mus_cue_neu_chinese\mus_cue_neu_chinese_Bb_EB3E0685.wem	295271346.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\02_neutral\mus_cue_neutral_Bb\mus_cue_neu_culture_Bb	
	296184585	04_The_Noble_Art_of_Diplomacy_85bpm_Bmin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\04_The_Noble_Art_of_Diplomacy_85bpm_Bmin_MIX_2DFDE5D6.wem	296184585.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\04_The_Noble_Art_of_Diplomacy_85bpm_Bmin\04_The_Noble_Art_of_Diplomacy_85bpm_Bmin_MIX	
	297843282	18_A_Bargain_with_Beelzebub_120bpm_Dmin_MIX	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\00. Full Mixes\18_A_Bargain_with_Beelzebub_120bpm_Dmin_MIX_2DFDE5D6.wem	297843282.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\FULL_MIX_TRACKS\18_A_Bargain_with_Beelzebub_120bpm_Dmin_MIX\18_A_Bargain_with_Beelzebub_120bpm_Dmin_MIX	
	301929164	mus_handle_chinese_noise_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_chinese_noise\mus_handle_chinese_noise_05_2DFDE5D6.wem	301929164.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\chinese\mus_handle_chinese_noise_01\mus_handle_chinese_noise_01	
	305201899	07_Jester_Speaks_the_Truth_78bpm_Emin_SNARE_DR	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\07. Jester Speaks the Truth\07_Jester_Speaks_the_Truth_78bpm_Emin_SNARE_DR_2DFDE5D6.wem	305201899.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\DYNAMIC_MIX_TRACKS\07_Jester_Speaks_the_Truth_78bpm_Emin\07_Jester_Speaks_the_Truth_78bpm_Emin_SNARE_DR	
	309012004	05_Conquer_or_Fall_80bpm_Dmin_VOC	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\05. Conquer or Fall\05_Conquer_or_Fall_80bpm_Dmin_VOC_2DFDE5D6.wem	309012004.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_peace\05_Conquer_or_Fall_80bpm_Dmin\05_Conquer_or_Fall_80bpm_Dmin_VOC	
	310316923	mus_handle_deccan_noise_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\98. Handling\mus_handle_deccan_noise\mus_handle_deccan_noise_13_2DFDE5D6.wem	310316923.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\mus_soloists\decca\mus_handle_deccan_noise_01\mus_handle_deccan_noise_01	
	311620621	mus_cue_pos_north_german_C	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\99. Event Cues\deccan\mus_cue_pos_deccan\mus_cue_pos_deccan_C_EB3E0685.wem	311620621.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\event_cues\03_positive\mus_cue_pos_C\mus_cue_pos_north_german_C	
	312435663	18_A_Bargain_with_Beelzebub_120bpm_Dmin_BRASS	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Music\18. A Bargain with Beelzebub\18_A_Bargain_with_Beelzebub_120bpm_Dmin_BRASS_2DFDE5D6.wem	312435663.wem	\Interactive Music Hierarchy\Default Work Unit\mus_system_main\mus_system_type\mus_inGame_dynamic\war_dichotomy\mus_war\18_A_Bargain_with_Beelzebub_120bpm_Dmin\18_A_Bargain_with_Beelzebub_120bpm_Dmin_BRASS	
